	masse A		
t	x	y	
0.000000E0	3.903932E1	-7.866991E-1
1.769442E-2	3.904602E1	-7.929190E-1
3.538885E-2	3.904648E1	-7.990127E-1
5.308327E-2	3.905089E1	-8.028420E-1
7.077770E-2	3.904924E1	-8.368835E-1
8.847212E-2	3.903994E1	-8.454305E-1
1.061665E-1	3.903389E1	-8.815863E-1
1.238610E-1	3.899082E1	-1.007647E0
1.415554E-1	3.891816E1	-1.232645E0
1.592498E-1	3.881831E1	-1.499355E0
1.769442E-1	3.870047E1	-1.779105E0
1.946387E-1	3.858789E1	-2.077528E0
2.123331E-1	3.844597E1	-2.382269E0
2.300275E-1	3.828554E1	-2.728012E0
2.477219E-1	3.810196E1	-3.082093E0
2.654164E-1	3.768217E1	-3.779823E0
2.831108E-1	3.748474E1	-4.095777E0
3.008052E-1	3.738070E1	-4.285915E0
3.184996E-1	3.735255E1	-4.443828E0
3.361941E-1	3.737787E1	-4.443114E0
3.538885E-1	3.746664E1	-4.317642E0
3.715829E-1	3.754267E1	-4.193841E0
3.892773E-1	3.764653E1	-4.040936E0
4.069718E-1	3.777645E1	-3.850723E0
4.246662E-1	3.790854E1	-3.629730E0
4.423606E-1	3.805799E1	-3.399833E0
4.600550E-1	3.819742E1	-3.154241E0
4.777495E-1	3.834885E1	-2.861255E0
4.954439E-1	3.851332E1	-2.539348E0
5.131383E-1	3.867939E1	-2.142530E0
5.308327E-1	3.884189E1	-1.721795E0
5.485272E-1	3.898162E1	-1.218815E0
5.662216E-1	3.909841E1	-6.906948E-1
5.839160E-1	3.918142E1	-8.181121E-2
6.016104E-1	3.919975E1	5.886389E-1
6.193048E-1	3.914047E1	1.211704E0
6.369993E-1	3.902706E1	1.849947E0
6.546937E-1	3.888309E1	2.382396E0
6.723881E-1	3.878820E1	2.546228E0
6.900825E-1	3.870494E1	2.581781E0
7.077770E-1	3.861130E1	2.594645E0
7.254714E-1	3.848366E1	2.311052E0
7.431658E-1	3.847083E1	2.001742E0
7.608602E-1	3.853661E1	1.154142E0
7.785547E-1	3.856774E1	6.852967E-1
7.962491E-1	3.856303E1	2.094569E-1
8.139435E-1	3.854839E1	-2.766412E-1
8.316379E-1	3.852201E1	-8.326733E-1
8.493324E-1	3.847318E1	-1.438693E0
8.670268E-1	3.837788E1	-2.078169E0
8.847212E-1	3.760741E1	-4.130054E0
9.024156E-1	3.725556E1	-4.747913E0
9.201101E-1	3.696163E1	-5.186774E0
9.378045E-1	3.666727E1	-5.653172E0
9.554989E-1	3.647927E1	-5.955033E0
9.731933E-1	3.636180E1	-6.115004E0
9.908878E-1	3.627011E1	-6.164053E0
1.008582E0	3.613835E1	-6.198014E0
1.026277E0	3.602543E1	-6.179487E0
1.043971E0	3.592575E1	-6.134583E0
1.061665E0	3.583271E1	-6.036985E0
